audiocap_id,youtube_id,start_time,caption
70598,buzSje3sdLM,410,Mechanical humming followed by a distant muffled voice
93942,tAjGDD4HkXQ,0,Mechanical humming followed by a hiss then laughter
64207,YQPrTpwk23Q,220,Mechanical humming followed by a long hiss and then a light bang
54969,S37Mc4hs7tY,1,Mechanical humming followed by a man speaking and a light knock
20906,7qfY_nCrLcw,3,Mechanical humming followed by a small bang
33521,EGPN1YVr8C0,40,Mechanical humming followed by a toilet flush
78204,hSfb0ulHbkw,30,Mechanical humming followed by a woman speaking and a dog panting
26921,An5IiTQMgUc,30,Mechanical humming followed by banging and clicking
57318,TeoMR6-j9r0,150,Mechanical humming followed by different people speaking and typing on a keyboard
33180,E3vTzyD-qXA,0,Mechanical humming followed by digital ringing and vibrations
49016,O4VEP1R9Spo,280,Mechanical humming followed by rattling and hissing
17362,6An-lrJcilk,30,Mechanical humming is mixed with some rustling
10793,3LQGuy4PgpU,80,"Mechanical humming is present, thumping and clattering occur, and an adult male speaks"
17149,65ETCV_EeyU,80,Mechanical humming mixed with short constant sprays
17386,6BMCZPsuLQ4,30,Mechanical humming mixed with slow vibrations of a sewing machine
100316,y4QxsiwehQs,80,Mechanical humming of an engine with a man speaking
74828,f1-hHPMTzN4,30,Mechanical humming with a bird whistling
64951,YwwxKAuWw2o,10,Mechanical humming with a nearby small bird chirping
20267,7XeK4jhtvs0,1,Mechanical humming with a ticking coo clock which begins to coo
43697,Kc66Krp4BWU,30,Mechanical humming with clicking
91439,rGlnZCmG78c,30,Mechanical humming with digital beeping and a woman speaking over loud knocks
43138,KGBJNrRNnKo,420,Mechanical humming with dry scraping followed by a man speaking
23084,8wAoaDWEowY,30,Mechanical humming with faint horse clip clops and people speaking in the distance
33960,EVrSg8ymq14,3,Mechanical humming with leaves rustling in the wind
68525,aR6TUBUrNk8,22,Mechanical humming with light knocking and breathing
18547,6jAqzrJ5qqI,30,Mechanical humming with people speaking and dogs barking
102679,zxlZh7_0CaM,330,Mechanical humming with short bursts of rubbing
17960,6SiP7tMq52U,340,"Mechanical humming with some banging, a person speaks then a faucet is turned on"
26760,AikWNnB_x7g,30,Mechanical humming with some faint short sprays
23758,9GPzCR3rZfk,10,Mechanical humming with the buzzing of insects
18447,6gEW6Y8tH0k,5,"Mechanical humming, a door slides and stops"
9166,2flaccXXVws,30,"Mechanical humming, people speak, spraying and rattling"
20917,7r7bIgQppyM,210,Mechanical keyboard that clicks and clacks
14692,4zh7vIS5Tj4,60,Mechanical keyboard typing
60888,W78yhPyHPsw,30,Mechanical movements get faster and slower corresponding to a light clicking sound and quitting altogether before a small thud
11575,3eyR9sS5Swo,80,Mechanical noise and tapping
95012,u0-GEBS5wl8,30,Mechanical noise then beeping and female speaking
84953,mPN82XcsUT8,30,Mechanical rumbling and a car speeds by
32385,DdIbCnNgefk,30,Mechanical sander running
80382,j1kuLOdG15k,40,Mechanical saw sawing
42628,JwIrjk5lTGs,30,Mechanical scraping and vibrations
4818,0v2EEpRvnaY,70,Mechanical sound then a woman speaks
101037,yeJ93Z4Jpn8,30,Mechanical sound then rubbing and clicking
11744,3jPSUgsQwE8,70,Mechanical sounding keyboard typing
527,-C2KamZu1n4,0,Mechanical sounds and hissing
11095,3THxee80KvA,40,Mechanical sounds of a scanning printer machine
17323,69_z9XJqkKM,90,Mechanical sounds of a working drill
23593,9BlUSkL665k,50,"Mechanical sounds, several engines of cars racing, and a man shouting"
6698,1fi2ozxIPjk,320,Mechanical spraying noise with alarm sounding
24542,9fA5IgoKKJk,50,Mechanical tool sawing into wood
2837,07OEqcvDhBM,5,Mechanical vibration
5720,1HtN6JKzkMM,17,Mechanical vibration
18218,6_wn6RMOB7c,4,Mechanical vibrations and buzzing
62768,XRaI4lE191Y,12,Mechanical vibrations and hissing with wind blowing briefly
52322,QFfuK6V4qQc,150,Mechanical vibrations followed by a man speaking
18585,6kWQyFkTf0E,310,Mechanical vibrations followed by sharp smacks
5112,11mLt06A-mA,90,Mechanical welding or saw like cutting sound
16348,5iFCL_ZZqbw,4,Mechanical whirring
23491,98SCIC_yT5s,180,"Mechanical whirring occurs and then a soft thump, and an electronic device plays in the background"
14752,50efumGVtrI,0,Mechanical whoosh followed by a soft bleep
6959,1mJP2HG4pLQ,30,Medium engine sound
19526,7BVctHhtiys,560,Medium frequency of a male speaking with typing and flipping through papers in the background
18926,6v3pRSnwp_w,30,Medium frequency of someone laughing and chuckling as a pets bell noise rings in the background
16685,5ryTsgxPwDE,25,Medium sized engine idling
17167,65uLFkFSdTU,0,Medium sized engine starting up and revving
21319,83NCnfJuj-g,30,Melodical whistling followed by a bird squawk
12663,47J71uODtHM,30,Men and woman talking in crowd
51618,Pl1MHO2f-TI,30,Men and women laugh as a vehicle engine runs in the background
74692,evQEmP_xD7s,30,Men and women talk as footsteps rustle and something is sprayed with a liquid
57627,TsivpQE68yk,30,"Men and women talk fast, laugh loudly and finally a beep sound"
57041,TTVcPW7uNa0,60,Men and women talk softly in the background while wind and surf loudly increase in moderation
59485,VA6FBXluaxY,80,Men and women talking while baby cries and a squeaking
23194,8zZJznIiUA8,30,Men and women talking while rain falls in the background
44325,L1XssCiViTc,170,Men are communicating as aircraft flies in the background
18040,6VJ_F8aCIxs,30,Men are conversing and a pig oinking gently
1563,#NAME?,30,Men are conversing over the rumble of an engine
20294,7YUXohAENq8,30,Men are having a conversation and laughing
12212,3vV0OfTg39I,180,Men are shouting followed by a whistle blow
6144,1SRZ8HOomEk,30,Men are speaking
5990,1OLI6mgAATs,23,Men are speaking and ducks are quacking
14086,4jJ2mV88v74,30,Men are speaking and wind is blowing
3471,0Nd8NBZVOCw,70,Men are speaking as vehicles pass by
1681,#NAME?,8,Men are speaking over the sound of a motor slowing down
6695,1fcE5Dvf6ew,1,Men are speaking when a truck crashes
16369,5ioXLd7E5Ss,30,Men are speaking with water running and some banging around
10462,3Ca7-CNE2zE,30,Men are talking
11023,3RKrSOyX_bY,70,Men are talking and a gun is fired
17189,66Pa4OLj0nE,30,Men are talking and a small pop go off as the men scream
3036,0CZXMrh8GH4,30,Men are talking and shouting
5831,1KTlMT2noww,170,Men are talking and something is squeaking
20467,7cIweS6ALGA,0,Men are talking and water runs briefly
32283,D_zqTGfNo6g,30,Men are talking as a pig oinks
5225,156yaxsSPa4,50,Men are talking then something squeaks and they continue to talk and laugh
75234,fJdT4ceJd3g,30,Men are talking with a ball bouncing in the background
28695,BfIUaTu7dRQ,8,Men are talking with motor vehicle engine noise
10377,3AA8kUxFo_U,30,Men are yelling and a car passes by
11189,3Vn45ZJ1iOA,15,Men are yelling and a gun is being fired
14370,4qaQfaW8wxc,21,Men are yelling and a gun is fired
17409,6BvM9a5RlNA,13,"Men are yelling over a crowd, and strong wind blows"
64684,Ykn2v0B5NF4,10,Men argue and someone blows a whistle
68436,aMJ94vH2K5Y,260,Men converse midst rhythmic typing
27205,Aw6hvojG-kw,30,Men giving a speech and people laughing
92662,sBvLnTgr-Fo,30,Men grunt and groan as music plays with whooshing and an explosion
53863,RJDaRkQ_78k,0,Men grunting and groaning followed by synthesized beeping and explosions
10246,36U2nGGk7mw,24,Men laugh and speak while a motorboat revs up
102132,zXchR-40WwY,220,Men laugh and speak with distant birds chirping and wind blowing
27698,BBZ__ep1a_A,30,Men laughing and chatting over idle motorcycle engine
6471,1aCyNnYNWvA,11,Men laughing and exclaiming
44195,Kwjjj3NIXrM,14,Men laughing softly then a horn honks and men laugh and guffaw loudly
89620,prTDphXRaSw,0,Men singing with laughter in the background followed by a woman joining the singing
9774,2vwN5hSa5YE,20,Men speak and a bird flaps its wings
60106,V_Hzaa9vqMM,380,Men speak and a crowd cheers
72278,d8dcap7xOpI,30,Men speak and a goat bleats
102091,zV3oPxfVaJ0,80,Men speak and birds are chirping while insects buzz
82219,kP4Hi__1x84,0,Men speak and burp loudly
74376,eg4QmXoWA8s,100,Men speak and laugh
32717,DoYLRgtj5M8,30,Men speak and laugh
100811,yTqurslzpYs,240,Men speak and laugh along with a woman then a girl speaks followed by a boy yelling
102399,zjvFo0tuOKg,30,Men speak and laugh as food sizzles with some brief banging and clinking
53029,QhgFbUqe0zw,30,Men speak and laugh followed by a bang
100501,yDCQNb_TKZs,30,Men speak and laugh followed by vomiting
27233,AxDJjYc5vEk,30,Men speak and laugh on a moving bus
50013,OkERvrnhrCY,30,Men speak and music plays in the distance
23442,96habn4MdB8,240,Men speak and splash in water
84788,mI2FWWzGE34,70,Men speak as a helicopter hovers overhead growing louder
59382,V5B_kSmwHjw,350,Men speak as a large bell rings with wind blowing
23803,9HlD1ku2dmg,20,Men speak as a motorcycle revs up and idles
27555,B79UwTzbY-Q,30,Men speak as a powerful engine starts and idles
9071,2ddn9F6osco,30,Men speak as a rhythmic tapping occurs
64636,YinsY0KgY60,30,Men speak as an engine hums
38495,HHhiY_tjcQo,30,Men speak as balls bounce and shoes squeak
63484,Xvjj4v7A_iw,20,Men speak as dishes clink and food sizzles with people speaking in the distance
24404,9abufT4q4OA,28,"Men speak as dishes clink and water runs, in the foreground a woman laughs and a man speaks"
72387,dE4sYphFUaU,90,Men speak as insects rustle with some banging and scraping
46985,MlEdsWkmA0U,30,Men speak as pigeons coo
36691,GAcDUZ99kFA,30,Men speak as pigeons coo and flap their wings
68209,aDofvBPJJFo,70,Men speak as water flows and splashes
100951,y_maJUxDVY0,40,Men speak briefly with music in the background then wind and the ocean
34877,F1wx9GlPTkY,180,Men speak followed by a door shutting
102282,zeU1GFn50_k,24,Men speak followed by a duck quacking
8241,2J4b-ns3UPE,30,Men speak followed by a loud bang
56053,Snf5oUAbwYQ,30,Men speak followed by a pig oink with others speaking in the distance and traffic passing
17810,6ORGvuWjAgY,460,Men speak followed by a spit then water running
89198,p_17iqVhNWE,40,Men speak followed by rustling and banging
11784,3kNCkzSBrfM,70,Men speak over loudspeakers as motors rev and race
8186,2HoJIJX2xBQ,200,Men speak over water gurgling
10547,3EvxAHiQpSo,19,Men speak rapidly over an idling engine
32524,DhrxvRVZgR0,0,Men speak then an engine starts and idles as a dog barks
13105,4JV-R1H0E_w,30,Men speak then an extinguisher sprays
18316,6cTaIlNQwbQ,220,Men speak then dogs begin barking
71042,cF0EzqLvGS0,370,Men speak then someone whistles
27640,B9meEgZeK8E,30,Men speak while a crowd laughs and a sheep bleats
15413,5Ij70k0DbcY,1,Men speak while audience laugh and applaud
7748,26eZe2xThp8,30,Men speak while cars race past
17851,6PNoePxDie4,30,Men speak while continuous quacking goes on
12655,479n1B4Rsk4,100,Men speak while gunshots are fired
85948,n5whPfuu4Fc,0,Men speak with a loud burst
80138,iqjGTaL40E0,190,Men speak with another on the phone
63332,XoWPycPYrio,30,Men speak with distant gun shots and nearby banging
85796,n-DWxEYhGG8,30,Men speak with distant humming
18634,6luaJ8LiuU4,50,Men speak with faint buzzing of insects
36205,FtBmvlLNmd8,16,Men speak with humming and clip clops of horses
55248,SEJ6qfI9r5M,30,Men speak with humming engine
37283,GWdD3jysHAg,450,Men speak with humming of wind and distant traffic
101603,z6F1ybfeOBg,550,Men speak with insects buzzing and wind blowing
49546,OQsw-HBzauk,450,Men speak with music playing and rapid gunshots
83005,kyHiQ1AiblU,170,Men speak with rattling then hissing
49304,OGg2I7uld4w,30,Men speak with rustling and quacking of ducks
100225,y-peWI9oYUU,30,Men speak with scraping and distant cooing of pigeons
100085,xtPDHWnr-qE,440,Men speak with sizzling food and some light clinking
100342,y5jn-BfxdDU,17,Men speak with some beeping and vibrations
58616,UZIslgosizw,40,Men speak with some clinking
101458,yzntxsa736E,40,Men speak with some rattling and loud hissing followed by music
101056,yfPgylGaJvo,30,Men speak with some slaps and pops
101859,zITFsuSYLJ4,10,Men speak with some squealing and oinking
51159,PT_MdCSrNzU,90,Men speak with some vibrations and ringing
57086,TVWqe2XM0o8,20,Men speak with splashing water
70488,bpukdnCWz-8,30,Men speak with wind blowing and pigeons cooing
100109,xuWUGPaJ_4E,7,Men speak with wind blowing then a loud burst
2294,#NAME?,30,"Men speak, a loud crack followed by a sharp meow of a cat"
86280,nLJQKFi6kG0,40,"Men speak, accompanied by loud, adjacent, slow gunfire and metallic clinks"
3538,0PN6A6IDAp4,30,"Men speak, an engine attempts to start"
12187,3uXlIYoe9OE,20,Men speaking and an engine whirring
8676,2U6FfxxJ95o,30,Men speaking and bird wings flapping
13964,4g23duG856o,22,Men speaking and clanking
27171,AvAY1DbdbVM,30,Men speaking and clanking
97183,vh2lxEZuW-I,50,Men speaking and insects buzzing
24254,9WZhtH0ZoIk,120,Men speaking and laughing
10607,3GG2OCNQI0o,30,Men speaking and laughing
52716,QVliFCcG9KA,10,Men speaking and laughing as well as rustling and distant birds chirping
22970,8sJ-eHc4VuY,550,Men speaking and laughing followed by the humming of a large engine
8490,2PWFIa3RlcA,23,Men speaking and passing vehicle
16214,5eaz_zsqDCA,30,Men speaking and sheep bleating
16212,5eYH0fXyk4k,30,Men speaking and shouting
11285,3YQl6Z_DBU4,30,Men speaking and water flowing
23400,95HsWYfUCak,30,"Men speaking and yelling, accompanied by loud, indistinct background noise"
42442,JoRSrHSk8vY,150,Men speaking as they walk on leaves with the nearby buzzing of flies
27346,B-iKGjg45As,120,Men speaking as well as clanking
25377,A5GaxUnQT5I,12,Men speaking continuously
27279,AyeV3wAmWdY,30,Men speaking followed by a child yelling
78668,hnjZKONjoSk,30,Men speaking followed by an infant crying
52406,QIy2RO3fBZQ,30,Men speaking followed by clanking and chirping
10382,3AHsVu1j0Fc,270,Men speaking foreign language and birds chirping
1239,#NAME?,30,Men speaking foreign language in windy setting
9286,2j5YdtdAldM,0,Men speaking in a thunderstorm
94822,trRrNAjaIg4,30,Men speaking in high wind and running a drone
7358,1wwPc-sU48w,340,Men speaking in the wind
1464,#NAME?,40,Men speaking over pot and pan noises
70784,c2U0Dx95erk,30,Men speaking over the radio with rustling
78720,hpufXOVrz3o,30,Men speaking pig oinking and snorting
5986,1OCyUeuv2-Q,40,Men speaking then sneezing
52271,QDGM7gfsXpA,590,"Men speaking together with rustling, tapping and squawking in the background"
1149,#NAME?,30,Men speaking while a pigeon coos
554,#NAME?,30,Men speaking while driving a vehicle
4801,0ui73cd24Uw,50,Men speaking while motorcycle engine accelerates
199,-4D3Gkyisyc,30,Men speaking while vehicle engine idles
23140,8y0oAU8Vxyg,250,Men speaking with a woman talking in the distance then a dog barks
73882,eJEbedFbwPk,150,"Men speaking with bells ringing, sheep baaing and some clanking"
14909,551dHGGa05I,170,Men speaking with buzzing noise
25014,9veoDabm3p0,330,Men speaking with clanking and laughter
30334,CYJhs2CPpQs,350,Men speaking with distant traffic passing
101997,zQMpBjvQ8Bk,30,Men speaking with distant traffic then sprays and men laughing
2337,#NAME?,30,Men speaking with dogs barking
44541,LBMx3zjvmgU,130,Men speaking with gun shots
52985,Qg2JNUMLSgc,240,Men speaking with people laughing
43501,KWLNuMQER8U,30,Men speaking with pigeons cooing and flapping their wings
71403,cX1nYYT9B1A,580,Men speaking with rapid gunfire and explosions
72296,d9T1Mis8QF8,310,Men speaking with several people laughing followed by whistling
101673,z9LbVB2KxX4,30,Men speaking with some clicking and hissing of hydraulic brakes
102401,zk-KcXeUAao,0,Men speaking with tapping sounds and creak of a door opening in the background
3665,0SlekJgJ88Q,20,Men speaking with the sizzle of food cooking in the background
22908,8qV7zLU5v3k,220,"Men speaking, and sheep calling"
30693,CkDEQYfKViU,140,"Men speaking, rustling footsteps"
27061,ArQg-fGEIBw,30,Men speaks as a motor sputters and water splashes
15846,5Uqw120Q-Ak,10,Men talk and laugh amid bangs and knocks
12177,3uK_uMQKtj8,30,Men talk and laugh while a motor runs
70404,bmtQAUZtVhk,310,Men talk as a drill runs a few times making holes and shuffling pieces of wood
7632,23Cweiu_q9Q,30,Men talk before a motorcycle speeds by
21544,8AVnBtJNck8,80,Men talk loudly and robotic ally and then a loud burp
62002,Wu1s09QZCIU,30,Men talk nearby while chords sound in the background
52284,QE1BG9O_Tis,30,Men talk over the sounds of birds flying and pigeons cooing
44699,LHQ5Lbdg1vc,160,Men talk through wind noise as water gurgles
13058,4I2KlSyijz4,330,Men talk while an audience laughs and water runs from a faucet
9060,2dLhRiYgzn8,30,Men talk with vehicle noises in the background
5338,17va_aTk5PI,21,"Men talk, a dog growls, another man speaks"
5905,1MFfM_AefV8,30,"Men talk, and an animal grunts"
8869,2ZOkYTE_3Ic,23,Men talking and a car driving off
5091,11SC81BpdJQ,150,Men talking and a drilling sound
3014,0C2TbpkWA6Q,30,Men talking and a large truck idling
67445,_eoBmdcZGtc,90,Men talking and growling dog
23577,9B53NVDNT8U,30,Men talking and laughing and motor running
20336,7Zk7_uDeUck,160,Men talking and laughing with cutlery clinking and car engine sounds passing in the background
20367,7_aoyow4GjM,20,Men talking followed by car passing
22966,8sF_xtO4j7A,10,Men talking followed by clanging of pots
4097,0cccxpIx08w,20,Men talking followed by gun fire
5832,1KWpN6NfaQE,50,Men talking following the sound of bees or wasps.
12336,3yoNast4fdc,0,Men talking in a crowd
5711,1HUiQXHtAXE,25,Men talking in heavy winds are interrupted by a dog barking
15923,5X0P1vuB69A,30,Men talking midst buzzing sounds
88151,on0b_Wal4S4,260,Men talking then rapid gunfire
6105,1RI6d6VDp14,27,Men talking while a car is revving
28985,BpQrSREgaGU,30,Men talking while waves lightly crashing and fishing reel sounds.
10604,3GAJ6VO2lL4,30,Men talking with vehicle engine noises in background
76752,gQvWJwQMIMg,8,Men yell and fighting is taking place with shots fired and a siren wails
84952,mPFPcaGIC-U,150,Men yell as domestic animals make noise and then babies scream
9560,2qbHGI9HbfY,40,Men yell in the distance as a sheep bleats
65442,ZI71JnzAGr4,3,"Men yell, metal bangs against each other, and a cannon is fired"
698,#NAME?,30,"Men yelling over each other, a whistle is heard over their voices"
89308,pdRwIJ7vfds,60,"Men, women, children speaking, water splashing, and a duck quacking"
35977,FjtO-xQD_To,30,Meow followed by speech and kisses
2798,05pgKzVdOxA,30,Meow from a cat
1360,#NAME?,19,"Meow, cat noise, speaking"
11644,3gjF-cVb_m4,30,Meowing cat followed by silence
71804,cp7j_x712bY,17,Meowing following by clear of throat
1467,#NAME?,12,Meowing of a cat getting louder
3393,0LbVSdCS2Lw,0,Meowing sound and light breathing
5161,13QUBj_VlIc,25,Meowing then woman speaks
84246,lszV-AE7FZo,40,Metal and plastic clanking followed by a power tool drilling as a vehicle revs and accelerates in the background
79781,iaaEMm9q8ZU,430,Metal and plastic joints are tightened
52448,QKZ_lqxI9XU,30,Metal and plastic rattling as two men are talking followed by a snake hissing briefly while a large vehicle engine runs idle in the background
15755,5S6J-aM-BAU,70,"Metal banging and then whirring occur, then water splashes and gurgles"
35454,FQ8dPVTiXfQ,290,Metal bangs against metal and wood as food sizzles and a lady barks directions softly
3756,0Ut_mbHIvFI,30,Metal being filed by a machine
21839,8K0ymYWoEQw,90,Metal bells are ringing a tune
43705,KcOH3lYZ2rE,60,"Metal bells are ringing loudly, and a child speaks in the background"
57899,U35x61zF4f0,90,"Metal bells clang different tones, and an adult male speaks in the distance"
84963,mPlVjbfmD1g,40,Metal brushing and sawing while a man talks followed by a kid briefly speaking
12597,45ZRpvtquQc,30,"Metal chimes are ringing, and an electronic device is playing in the background"
85593,mrb4q7YOZYU,30,Metal chimes ring the same tone six times
35092,FBRE5H5ObmM,30,Metal churning followed by static and an audio feed cutting off then more metal churning while a man yells and horse trots
102503,zp4J2i8Dilg,40,Metal clacking against a hard surface followed by food and oil sizzling while a man is talking and light music plays in the background
11697,3iLiEfZGVKg,30,"Metal clacking and scraping occur, and an adult female speaks"
101160,ykmxe6v6yW0,110,Metal clacking as a woman is talking while food and oil sizzle
95411,uIOZ_a9ccxo,80,Metal clacking as food and oil sizzles followed by a man speaking while an air ventilation system hums
80550,jAmih2A5F9U,160,Metal clacking briefly followed by a woman speaking before scrapping against a metal surface as food and oil sizzle
61521,WYUlG-S1tNU,30,Metal clacking followed by a goat baaing as a woman speaks while a crowd of people talk in the background and foliage rustles
86347,nP-5M0rXevY,340,Metal clacking followed by a goat baaing as birds chirp and gusts of wind blow in the background
53279,Qt3HUDI-Kao,0,Metal clacking followed by a goat gurgling as crickets chirp in the background and an airplane flies in the distance
101266,yqA6WnAFOZ8,110,Metal clacking followed by a man talking
80031,ilb_8kXuRQw,110,Metal clacking several times followed by a man speaking as a sewing machine operates softly
73693,e9TVfbc0-Pk,30,Metal clacking several times followed by a motorcycle engine starting up then revving as birds chirp in the background
99799,xfbT4llvsCI,0,Metal clacks and a train horn sounds loudly and long
21385,85XCGpItziw,30,Metal clacks together and an engine is started up then turned off
5339,17xCyq_4wvs,440,Metal clanging and a man speaking
19234,72ollviXOL0,70,Metal clanging and a man speaking
15840,5UiKyFx4TG0,5,Metal clanging and people talking and laughing
27515,B5We-5c9OX0,550,Metal clanging female voice speaking with more metal clanging
62837,XUYfOKiHoKI,200,Metal clanging followed by metal hammering as a helicopter flies in the distance
6505,1b1b-9_AcFg,30,Metal clangs and a cat is meowing
16014,5Zax7iRauds,30,Metal clangs and squeaks above a large crowd chattering
47535,N7h5ajwvtrM,120,Metal clangs followed by a sheep baaing
70304,bilbFaUyuz0,0,Metal clangs together followed by a man speaking
62084,WxuCynzEntQ,590,Metal clangs together in an enclosed space
17590,6HuNn86oygY,510,"Metal clangs, followed by light banging and a man beginning to speak"
66710,_8rqsnt19Eo,0,"Metal clangs, followed by speaking nearby, and then a series of extremely loud gunshots"
26722,AhqnwsIRbNE,360,Metal clanking against metal
45659,LtrE5RhMZPU,30,Metal clanking and a footstep stomping on a hard surface as rubber creaks repeatedly as air lightly hisses
16643,5r-P4IvNUV4,22,"Metal clanking and clattering occur, a cat meows, and an adult female laughs"
38278,H9hWKBbvWio,23,Metal clanking and crashing with a man grunting several times alongside a vehicle horn honking before a woman yells followed by a muffled explosion
96329,v1WKooYFLr8,70,Metal clanking and feet shuffling followed by dogs growling then barking
17675,6KV93qcMSYM,30,Metal clanking and scrapping
27488,B4_Qiv9TfXo,200,"Metal clanking and tapping occur, accompanied by an adult male speaking"
78060,hLni6sBXlfI,90,Metal clanking as a vehicle engine runs idle and a person whistling in the background followed by a man talking
60370,VkOn5StkpnM,0,Metal clanking followed by a vehicle engine starting up and sharply running while idle
77818,hBA494MU4Oc,360,Metal clanking followed by two young women talking as food and oil sizzles
22457,8ck7Pa_8K4E,50,"Metal clanking occurs, an adult female speaks, liquid pours and splashes and gurgles, and metal clanks again"
2221,#NAME?,30,Metal clanking of engine starting
52487,QMgQlqkdx4g,30,Metal clanking periodically as water trickles followed by a porcelain dish clanking
96357,v3_BoF7KX34,50,Metal clanking several times while a man is speaking
27295,AzSiPBv5q1w,20,Metal clanking then a woman and a man speak
12596,45Vb4qqOmvI,200,"Metal clanking, footsteps and rubbing, mechanical vibrations"
39339,Hp40YgfO-Q0,10,Metal clanks and a motor starts to rev but dies down before revving loudly
91662,rRUXpck0Otg,30,Metal clanks and a train horn blows louder and louder as it gets closer than a short silence and the horn blows again
54167,RX1ghymyhuQ,10,"Metal clanks, then pounding on something while a sheep goes baa"
29760,CEggxDcgEHc,70,Metal clashes and a man speaks
7993,2CjGjLrZFp0,24,"Metal clattering is present, and several adult males are speaking"
50057,OlVGwRKXGzQ,30,"Metal clattering occurs followed by a click, while vehicular traffic is present and birds chirp in the background"
7703,25FeFPvJ8_s,0,Metal clicking and rattling is occurring
17062,63A38mJytvM,30,"Metal clicking and scuffling occur, and a motor starts, with ongoing traffic present"
22035,8QelRJ7ZLNs,30,"Metal clicking and vibration occurs, then ticking"
75634,fad1QMYjjbY,30,Metal clicking as a man softly speaks followed by a door opening
55257,SEo8WaUKxyQ,70,Metal clicking followed by a power tool drilling as instrumental music plays in the background
22245,8X0kZ3w40UE,12,Metal clicking occurs followed by a vehicle engine starting and revving
13225,4N35WFFeOZE,290,Metal clinging with a man whispering in the background
79350,iGcrYph8odg,30,Metal clings and pigeons vocalize
50075,OmBQ4A43AF0,220,Metal clings as an engine runs then idles
98294,wW7Ubml_vOQ,16,Metal clings followed by rumbling and metal sliding
75209,fIStQQFxb_Q,460,Metal clings together and food fries
8806,2XOTxAZZhsQ,30,"Metal clinking and clanging occur, and two young adult females are speaking and laughing"
40484,IZ3D8gdl1bM,90,Metal clinking and goats by a loud burst
22535,8eusTLAJdwI,100,"Metal clinking and thumping occur, liquid is gurgling, and an adult male and adult female speak"
16946,6-Ok_3WzP5k,30,"Metal clinking occurs, then a flush, and water splashes and gurgles"
43576,KZFsnD4XXRI,100,Metal clinks nearby as a person breathes
67142,_Syro_ucEmo,30,Metal creaking as a pigeon is cooing
102438,zm-1vgWuexY,30,Metal creaking followed by a toilet flushing
39684,I1Y9zmpd28M,0,Metal crumpling and scrapping on a hard surface as a man talks in the background while a helicopter is flying in the distance
31373,D6Xt-fOZy2k,1,Metal falls on a surface then two women talk and a sheep bleats
80012,ikreHctdx9k,120,Metal filing and scrapping a surface followed by metal clank then a man speaking while a large machine motor runs idle
93363,siCidtuVlpg,10,Metal filing and scrapping with metal lightly tapping twice followed by metal thumping on a soft solid surface
23471,97oxHi3qxs8,0,"Metal grinding occurs, then rubbing, thumping, clattering, sizzling, and crackling, and an adult female speaks in the background"
98174,wQZzgH4SoS8,30,"Metal grinding occurs, two adult males speak, and artillery fire occurs"
19644,7F3sQYBtWCw,520,Metal is being scrapped as a man is speaking
11248,3XY17iXdWUc,10,Metal is clanging and a person speaks
6758,1h5vQr1yu2E,100,Metal is clanging and drawers are opening and closing followed by rattling and crinkling
21759,8H50Ydt4p-w,60,"Metal is clanging, rustling and thumping are present, and animals are bleating"
88112,okemvHZmXm8,40,Metal is clicked against metal and a gun is fired twice
1436,#NAME?,30,Metal is clinking against metal an animal oinks
11084,3SpsWox24m8,20,Metal is clinking together
19748,7HXueAMV24g,30,Metal is drug and clicks
21372,853c1u7dB6c,30,Metal is jingling lightly and a clock is ticking
149,#NAME?,50,"Metal is knocking, birds are chirping, and a motor vehicle passes by"
19543,7BrW2OIEGE4,20,Metal is scraping against another hard surface and food is lightly sizzling
12473,41ZJlIynBlU,220,Metal pieces like nails being moved around
55013,S5BEvo4mlOU,20,Metal rapidly rattling as compressed air is spraying
5872,1LZiWC_pAC4,0,"Metal rattles, a thump, and a dog barks"
81720,k1ngj7c7hII,30,Metal rattling and clacking alongside sheep baaing while steam hisses and a group of people chatting in the background
13078,4IjjL1FYutw,5,Metal rattling and spraying
88048,ohpWOpt2crM,30,Metal rattling as pigeons are cooing and bird wings flap
11322,3ZBVeSYIgH0,230,Metal rattling is followed by a man speaking and a tool scraping a surface
14849,53POF_i4kOY,1,Metal rattling with slight wind in background
102453,zmkqiC1eGis,470,Metal repeatedly scrapping against wood
22194,8V7EAc7LvBY,550,"Metal rubbing against each other, a bell is rung"
22000,8PbON-F2GMQ,15,"Metal rustling and clicking occur, and a medium motor vehicle engine starts up and idles"
101965,zOtr4awwLLo,20,Metal sawing wood followed by metal scrapping then a power tool drilling
59415,V6ow5mjok84,30,Metal sawing wood followed by wood clanking then a man laughing before talking as wind blows into a microphone proceeded by metal clacking
29733,CDTZspJXJPk,30,"Metal scrapes and knocks, and ticking occurs briefly"
102165,zZLHTRCQgI0,30,"Metal scraping and clinking are ongoing in the foreground, sizzling occurs, and people talk in the background"
10391,3AZw1zRDdcE,170,"Metal scraping and then crackling occur, and an adult female speaks"
9234,2hahuIUm410,40,"Metal scraping and thumping, clattering, and hissing are present"
14631,4yFC09hJSYg,30,Metal scraping and whirring engine
12346,3zBmMUWglmY,100,"Metal scraping is present, and an adult male speaks"
22906,8qTMpM_tB54,370,"Metal scraping occurs, hissing is ongoing, an adult male speaks via an electronic device, and several people speak in the background"
56547,T7KWZf_ZsWs,280,"Metal scraping, with birds in the background, followed by wind and something being dropped"
